C	1	8969	HIST1H2AG	H2A.1b H2A/p H2AFP pH2A/f	9.58	 SC-MS:0.48 SC-LC:0.15 SC-CX:0.11 SC-CC:0.10 SC-TS:0.06 CE-LC:0.03 SC-YH:0.02 SC-GT:0.02 HS-DC:0.01 CE-CC:0.01	37/1688	 PRPF8 POLR3A CORO1A CSNK2A1 CSTF2 DDX10 EPS15 CORO1C RANBP6 PABPC1 HIST1H2BD H3F3B SLC29A2 HSPA1L HSPA8 NAP1L1 NAP1L2 NSUN2 POLR3B IPO9 RARS2 RBBP7 RFC1 SOS2 BRDT TAF6 TBCE ACTG1 HIRA IPO4 WDR76 HIST1H2AJ DDX18 PRC1 GTF3C3 ACTR8 DDX23	 nucleosome assembly; chromosome organization and biogenesis (sensu Eukaryota);	 nucleosome; nucleus; chromosome;	 DNA binding;
C	201	1452	CSNK1A1	CK1 HLCDGP1 PRO2975	4.94	 HS-LC:0.34 HS-GN:0.32 CE-CX:0.16 SC-LC:0.08 HS-CX:0.05 SC-TS:0.03 SC-MS:0.01	30/1688	 PRPF8 DDX52 CHRM3 MPP7 CSNK2A1 DHX15 MAPK15 PABPC1 KIF5A KPNA1 KPNA2 NMD3 NSUN2 PPM1B PPM1G PPP2R1B RIOK2 PRKCH MAPK3 RABGGTA YWHAZ TUBA1A AP3B2 IKBKAP MKNK1 PABPC4 FADD EIF2B5 MAGI1 EIF2AK3	 protein amino acid phosphorylation; Wnt receptor signaling pathway;	na	 nucleotide binding; protein serine/threonine kinase activity; casein kinase I activity; ATP binding; transferase activity;
C	202	4684	NCAM1	CD56 MSK39 NCAM	4.93	 HS-DC:0.27 DM-PI:0.26 HS-LC:0.25 HS-CC:0.21	8/1688	 CHL1 FYN IGSF1 ITGB3 PLXNA1 PLXNA3 SPTB TMPO	 cell adhesion; synaptic transmission; multicellular organismal development; nervous system development; cell differentiation;	 plasma membrane; membrane; integral to membrane;	 protein binding; GPI anchor binding;
C	203	4261	CIITA	C2TA CIITA IV MHC2TA NLRA	4.90	 HS-LC:0.45 HS-CX:0.29 HS-CC:0.27	8/1688	 CORO1A MAP4K1 CPE HMHA1 RALGPS2 RFX5 TAF6 XPO1	 regulation of transcription, DNA-dependent; defense response; immune response; regulation of transcription;	 nucleus;	 nucleotide binding; DNA binding; RNA polymerase II transcription factor activity; transcription coactivator activity; protein binding; ATP binding; transcription regulator activity; ubiquitin binding;
C	204	5966	REL	na	4.90	 HS-LC:0.59 DM-PI:0.19 HS-CC:0.13 HS-CX:0.09	10/1688	 DCTN2 BAZ1A FKBP5 HSPA1L HSPA8 NFKBIA SP1 TAF1 ACTG1 FMNL1	 cytokine production; regulation of transcription, DNA-dependent; transcription from RNA polymerase II promoter; positive regulation of I-kappaB kinase/NF-kappaB cascade; positive regulation of interleukin-12 biosynthetic process; positive regulation of transcription, DNA-dependent;	 nucleus;	 transcription factor activity; signal transducer activity; protein binding;
C	205	7316	UBC	HMG20	4.87	 SC-CX:0.42 SC-LC:0.28 HS-LC:0.11 SC-CC:0.08 CE-LC:0.05 CE-YH:0.05	21/1688	 IKZF1 SORBS1 HSPH1 DSPP IKZF3 GGA3 GNAI3 SH3KBP1 HK2 GMIP PGD PGM5 PRKAA1 OTUD7B BARD1 SEC14L1 ACTG1 YWHAZ SORBS2 KIF23 XYLB	 protein modification;	na	na
C	206	5923	RASGRF1	na	4.87	 HS-CC:0.41 HS-CX:0.24 HS-LC:0.20 HS-DC:0.15	9/1688	 TNK2 MGEA5 CHEK1 PCMTD1 PNPLA7 MCF2 WEE1 ZNF141 ZNF700	 long-term memory; cell proliferation; regulation of Rho protein signal transduction; regulation of neuronal synaptic plasticity; regulation of small GTPase mediated signal transduction;	 intracellular; plasma membrane; synaptosome;	 guanyl-nucleotide exchange factor activity; Rho guanyl-nucleotide exchange factor activity;
C	207	27109	ATP5S	ATPW HSU79253	4.87	 HS-CC:0.82 DM-PI:0.18	4/1688	 CFB C1S C4BPA GDA	 ion transport; proton transport;	 mitochondrion; proton-transporting ATP synthase complex, coupling factor F(o);	 hydrogen ion transporter activity;
C	208	8772	FADD	GIG3 MGC8528 MORT1	4.86	 HS-LC:0.71 HS-CC:0.29	8/1688	 CSNK1A1 XPO5 XPO1 YWHAZ DAP3 RIPK1 TNFRSF10C CASP8AP2	 cell surface receptor linked signal transduction; induction of apoptosis via death domain receptors; apoptotic program; antimicrobial humoral response (sensu Vertebrata); regulation of apoptosis; positive regulation of I-kappaB kinase/NF-kappaB cascade;	 cytoplasm;	 signal transducer activity; death receptor binding; protein kinase binding; identical protein binding;
C	209	2138	EYA1	BOP BOR MGC141875	4.86	 CE-YH:0.39 HS-CC:0.22 DM-PI:0.19 HS-LC:0.14 HS-DC:0.06	9/1688	 KLHDC3 DACH1 EYA2 RAD54L2 TNPO1 PSPH PTBP2 SMO TAF1	 transcription; regulation of transcription, DNA-dependent; multicellular organismal development; sensory perception of sound; metabolic process; anatomical structure morphogenesis;	 nucleus;	 magnesium ion binding; phosphoprotein phosphatase activity; protein tyrosine phosphatase activity; hydrolase activity;
C	210	9126	SMC3	BAM BMH CSPG6 HCAP SMC3L1	4.84	 HS-GN:0.63 HS-CX:0.14 SC-MS:0.07 SC-CC:0.07 DM-PI:0.03 HS-LC:0.03 SC-LC:0.03	55/1688	 CDK3 TNK2 TUBA1B MERTK CLPX CHEK1 CSK CCDC63 FGFR2 LMTK2 WAPAL FLT4 NUP160 FYN ZZZ3 ABL2 RPS6KA6 NRBP1 HUNK HSPA8 NEK5 IGF1R JAK2 KPNA2 MAP3K15 MARK1 MRE11A PMS2 ASNSD1 SNRK PPM1B ZWILCH LSG1 PRKAA1 PRKG2 MAPK10 MAP2K2 PRKRIR TRIB3 RFC1 BMPR2 SRPK2 STAU1 TEK TXK XPO1 YES1 TUBA1A IPO4 RIPK1 ACVR1 NEK9 GTF3C3 NUAK1 DCLRE1A	 DNA repair; cell cycle; mitotic spindle organization and biogenesis; sister chromatid cohesion; mitosis; meiosis; signal transduction; DNA mediated transformation; cell division;	 nuclear chromosome; lateral element; spindle pole; basement membrane; nucleus; cytoplasm; cohesin complex; nuclear matrix;	 nucleotide binding; microtubule motor activity; ATP binding; ATPase activity; dynein binding; protein heterodimerization activity;
C	211	7020	TFAP2A	na	4.84	 HS-CC:0.86 HS-LC:0.14	5/1688	 KIT MCAM POU2F1 SP1 MAGI1	 transcription; regulation of transcription, DNA-dependent; regulation of transcription from RNA polymerase II promoter; signal transduction; ectoderm development;	 nucleus;	 transcription factor activity; RNA polymerase II transcription factor activity, enhancer binding; transcription coactivator activity; protein dimerization activity;
C	212	1284	COL4A2	DKFZp686I14213 FLJ22259	4.83	 HS-CX:0.74 HS-LC:0.26	19/1688	 COL1A1 CYP24A1 CD93 PALLD TSKU IGSF3 ITGA5 MMP2 MMP9 NID1 P4HB PLS1 SDC1 LEPRE1 SLIT1 WEE1 ACOX2 MAP7 DSEL	 phosphate transport; extracellular matrix organization and biogenesis;	 collagen; collagen type IV; cytoplasm;	 extracellular matrix structural constituent;
C	213	60678	EEFSEC	EFSEC SELB	4.81	 HS-GN:0.83 HS-DC:0.17	5/1688	 POLR3A SEC61A1 POLR2B POLR3B GFM2	 selenocysteine incorporation; translational elongation;	 nucleus; cytoplasm;	 tRNA binding; nucleotide binding; translation elongation factor activity; GTPase activity; GTP binding;
C	214	5357	PLS1	na	4.80	 SC-CC:0.34 SC-MS:0.29 HS-CX:0.13 SC-TS:0.11 SC-LC:0.08 SC-GT:0.05	17/1688	 IQGAP2 CORO1A COL4A2 ARHGAP27 CORO1C IGSF1 MYO5A CPSF3 MYO5C ACTA2 REG1A ARHGAP9 ACTG1 MYH14 ACOX2 IQGAP1 SYNJ2	na	 brush border; actin cytoskeleton;	 actin binding; structural constituent of cytoskeleton; calcium ion binding; actin filament binding;
C	215	3717	JAK2	na	4.80	 HS-LC:0.56 HS-GN:0.28 HS-CC:0.13 DM-PI:0.03	19/1688	 PIAS3 MPP7 FYN SH2B1 HSPA8 IGF1R KIT LEPR NFKBIA NSUN2 PPM1B PPM1G PPP2R1B MAPK3 STAT4 YES1 SMC3 OSMR MAGI1	 regulation of progression through cell cycle; protein amino acid phosphorylation; apoptosis; cell motility; intracellular signaling cascade; tyrosine phosphorylation of STAT protein; STAT protein nuclear translocation; mesoderm development; negative regulation of cell proliferation; myeloid cell differentiation;	 cytoskeleton;	 nucleotide binding; protein-tyrosine kinase activity; Janus kinase activity; receptor binding; ATP binding; transferase activity; SH2 domain binding;
C	216	5226	PGD	6PGD	4.80	 SC-CC:0.56 HS-GN:0.13 SC-GT:0.12 SC-CX:0.07 SC-MS:0.04 HS-CX:0.04 CE-CX:0.04	12/1688	 DCTN2 DSPP ARHGAP27 PDIA3 HMGCS1 MUC2 COQ6 XPO5 ARHGAP9 UBC H6PD XYLB	 electron transport; pentose-phosphate shunt, oxidative branch;	na	 phosphogluconate dehydrogenase (decarboxylating) activity; protein binding; oxidoreductase activity; NADP binding;
C	217	8120	AP3B2	DKFZp686D17136 NAPTB	4.79	 SC-MS:0.40 HS-CX:0.38 SC-LC:0.12 HS-LC:0.09	10/1688	 CSPG5 CORO1A CSNK1A1 CORO1C GABRB3 KIF3C RGS7 SYT4 AP3D1 MAGI1	 post-Golgi vesicle-mediated transport; endocytosis; protein transport;	 coated pit; COPI-coated vesicle;	 transporter activity; binding;
C	218	5583	PRKCH	na	4.79	 SC-TS:0.33 SC-LC:0.19 SC-CC:0.18 HS-GN:0.11 HS-LC:0.08 SC-GT:0.05 HS-CX:0.03 CE-CC:0.03	31/1688	 CDK3 RABEPK SORBS1 CHEK1 MPP7 CSNK1A1 CSNK2A1 HIPK1 SNW1 EXOC7 HMHA1 FYN PABPC1 SH3KBP1 ITGA6 OPHN1 ARHGEF3 GMIP PPM1B PPM1G PRKAA1 PRKD1 PRKCQ MAPK3 MAPK11 MAP2K2 TOP3A PIP5K1A SORBS2 PABPC4 MAGI1	 protein amino acid phosphorylation; intracellular signaling cascade;	na	 nucleotide binding; protein kinase C activity; ATP binding; zinc ion binding; transferase activity; diacylglycerol binding; metal ion binding;
C	219	10188	TNK2	ACK ACK1 FLJ44758 FLJ45547 p21cdc42Hs	4.78	 HS-GN:0.50 HS-LC:0.36 HS-CX:0.14	14/1688	 SLC17A2 MERTK COL1A1 MPP7 SLC4A1AP FYN MCF2 NSUN2 PPM1B PPM1G RASGRF1 ZSWIM1 SMC3 MAGI1	 protein amino acid phosphorylation; cytoskeleton organization and biogenesis; small GTPase mediated signal transduction; positive regulation of peptidyl-tyrosine phosphorylation;	 cytoplasm;	 nucleotide binding; protein-tyrosine kinase activity; non-membrane spanning protein tyrosine kinase activity; GTPase inhibitor activity; protein binding; ATP binding; transferase activity;
C	220	9401	RECQL4	RECQ4 RTS	4.78	 DM-PI:0.39 HS-CX:0.38 HS-CC:0.16 HS-GN:0.08	20/1688	 TUBB EPS15 PDIA3 KIFC1 MCM4 MCM7 MYF5 P4HB ACOX1 NUSAP1 POLD1 PLEKHG5 ROBO1 CLSPN ROBO3 ST14 WRN FAM83D LMNB2 EXO1	 DNA repair; DNA recombination; multicellular organismal development;	 nucleus;	 nucleotide binding; nucleic acid binding; DNA helicase activity; ATP binding; ATP-dependent helicase activity; zinc ion binding; hydrolase activity;
C	221	51291	GMIP	na	4.78	 SC-CX:0.59 SC-CC:0.33 SC-GT:0.06 HS-CX:0.02	20/1688	 IKZF1 HSPH1 DSPP ARHGAP27 IKZF3 GGA3 HK2 HSPA8 OPHN1 ARHGEF3 ACOX1 PGM5 PRKCH PRKCQ SEC14L1 ARHGAP9 UBC HKDC1 ADAM15 XYLB	 intracellular signaling cascade;	 intracellular;	 GTPase activator activity; Rho GTPase activator activity; protein binding; zinc ion binding; diacylglycerol binding; metal ion binding;
C	222	7465	WEE1	DKFZp686I18166 FLJ16446 WEE1hu	4.75	 HS-LC:0.35 HS-GN:0.24 HS-CC:0.17 HS-CX:0.14 DM-PI:0.09	11/1688	 CHEK1 COL4A2 CSNK2A1 EHD2 PPM1B PPM1G PPP1CA TRIB3 RASGRF1 YWHAZ EIF2AK3	 regulation of progression through cell cycle; protein amino acid phosphorylation; cell cycle; mitosis; cell division;	 nucleus;	 nucleotide binding; magnesium ion binding; protein serine/threonine kinase activity; protein-tyrosine kinase activity; protein binding; ATP binding; transferase activity;
C	223	5562	PRKAA1	AMPK AMPKa1 MGC33776 MGC57364	4.75	 HS-GN:0.28 SC-TS:0.22 SC-GT:0.15 SC-LC:0.14 HS-CX:0.14 CE-GT:0.04 DM-PI:0.03	26/1688	 CDK3 MPP7 MIER3 GLI1 H3F3B HSPA1L HSPA8 IGF1R ITGAE MLLT3 PDE8A PMS2 NSUN2 PPM1B PPM1G MOCOS PRKCH PRKCQ MAPK3 MAP2K2 XPO5 SYCP1 UBC UTY SMC3 MAGI1	 activation of MAPK activity; response to hypoxia; protein amino acid phosphorylation; fatty acid biosynthetic process; cholesterol biosynthetic process; signal transduction; negative regulation of protein biosynthetic process; positive regulation of cholesterol biosynthetic process; positive regulation of gluconeogenesis; positive regulation of anti-apoptosis; negative regulation of glucosylceramide biosynthetic process; positive regulation of fatty acid oxidation; positive regulation of glucose import;	 intracellular;	 nucleotide binding; magnesium ion binding; protein serine/threonine kinase activity; cAMP-dependent protein kinase activity; ATP binding; transferase activity; eukaryotic elongation factor-2 kinase activator activity;
C	224	348995	NUP43	FLJ13287 bA350J20.1 p42	4.72	 HS-LC:0.86 HS-CC:0.14	7/1688	 NUP160 HMGA1 NUP88 MAPK3 XPO1 NUP85 NUP93	 protein transport;	 nucleus; integral to membrane; outer membrane;	 porin activity;
C	225	9900	SV2A	KIAA0736 SV2	4.71	 SC-CC:0.46 HS-DC:0.23 SC-CX:0.19 SC-GT:0.12	9/1688	 TUBA1B FTSJ3 KLF6 H3F3B SLC22A10 SLC2A2 SLC20A1 TUBA1A UTP14C	 neurotransmitter transport;	 endoplasmic reticulum; membrane; integral to membrane; synapse;	 transporter activity;
C	226	629	CFB	na	4.68	 HS-CX:0.57 HS-CC:0.24 HS-LC:0.19	9/1688	 CORO1A CPE DTX3L GBP1 ATP5S PARP14 REG1A C1S C6	 proteolysis; complement activation; complement activation, alternative pathway;	 extracellular region;	 complement binding; alternative-complement-pathway C3/C5 convertase activity; serine-type endopeptidase activity; peptidase activity;
C	227	5602	MAPK10	FLJ12099 FLJ33785 JNK3 JNK3A MGC50974 PRKM10 p493F12 p54bSAPK	4.66	 HS-GN:0.62 DM-PI:0.15 HS-LC:0.13 CE-GT:0.05 HS-CX:0.03 CE-CX:0.02	21/1688	 MPP7 CSNK2A1 SH3D19 DVL2 FGFR2 FGR MAPKBP1 MAPK8IP3 FLT4 MINK1 NSUN2 PPM1B PPM1G AGGF1 MAPK3 EIF2AK2 CALCR SMC3 MAGI1 MAP4K4 EIF2AK3	 protein amino acid phosphorylation; signal transduction; JNK cascade;	na	 nucleotide binding; protein serine/threonine kinase activity; JUN kinase activity; MAP kinase activity; MAP kinase kinase activity; protein binding; ATP binding; transferase activity;
C	228	4318	MMP9	na	4.65	 HS-LC:0.78 HS-CX:0.22	5/1688	 COL1A1 COL4A2 CYP27A1 DDR2 RECK	 peptidoglycan metabolic process; skeletal development; proteolysis; extracellular matrix organization and biogenesis; macrophage differentiation; collagen catabolic process; positive regulation of apoptosis;	 extracellular matrix (sensu Metazoa); extracellular space;	 gelatinase B activity; calcium ion binding; collagen binding; collagenase activity; zinc ion binding;
C	229	22917	ZP1	MGC87693	4.65	 HS-DC:0.64 HS-CC:0.36	4/1688	 GP2 ZP4 TGFBR3 UMODL1	 fertilization (sensu Metazoa);	 extracellular matrix (sensu Metazoa); membrane; integral to membrane;	na
C	230	23048	FNBP1	FBP17 KIAA0554 MGC126804	4.64	 SC-TS:0.81 SC-MS:0.09 SC-LC:0.05 SC-CC:0.03 SC-GT:0.02	12/1688	 SORBS1 WIPF2 FGR FYN ABL2 SH3KBP1 SLC2A2 VAV2 YES1 SORBS2 GAS7 SYNJ2	 translation; endocytosis;	 intracellular; lysosome; ribosome; cytoskeleton; membrane;	 RNA binding; structural constituent of ribosome; lipid binding; identical protein binding;
C	231	10540	DCTN2	DCTN50 DYNAMITIN RBP50	4.64	 HS-CC:0.65 DM-PI:0.16 CE-LC:0.10 CE-YH:0.06 HS-CX:0.04	9/1688	 ICAM1 KIF5A KIF5B NFKBIA PGD REL SP1 LMNB2 ARHGEF7	 microtubule-based process; mitosis; cell proliferation;	 kinetochore; centrosome; cytoskeleton; dynactin complex; microtubule; membrane; dynein complex; growth cone;	 motor activity; protein binding;
C	232	9129	PRPF3	HPRP3 HPRP3P PRP3 Prp3p RP18	4.63	 SC-MS:0.58 DM-PI:0.12 CE-CX:0.12 SC-CX:0.11 SC-CC:0.07	8/1688	 PRPF8 DHX15 SNW1 SPO11 PABPC1 AGGF1 ACTG1 PABPC4	 nuclear mRNA splicing, via spliceosome; visual perception; RNA splicing; response to stimulus;	 nucleus; spliceosome;	 protein binding; RNA splicing factor activity, transesterification mechanism;
C	233	22794	CASC3	BTZ MLN51	4.63	 CE-CX:0.61 HS-LC:0.23 HS-CX:0.10 DM-PI:0.07	17/1688	 TUBA1B CLPTM1 NCSTN PABPC1 P4HB STAU1 STK10 TARS U2AF1 XPO1 TUBA1A LMNB2 PABPC4 NEK9 GTF3C3 EIF4A3 RBM8A	 transport; intracellular mRNA localization; mRNA transport;	 nucleus; cytoplasm; ribonucleoprotein complex;	 identical protein binding;
C	234	2906	GRIN2D	EB11 NMDAR2D	4.63	 HS-LC:0.74 HS-CC:0.26	5/1688	 DLGAP4 GRIN1 MAP2K2 RPS6KA3 SYNGAP1	 ion transport; signal transduction;	 integral to plasma membrane; postsynaptic membrane;	 magnesium ion binding; receptor activity; N-methyl-D-aspartate selective glutamate receptor activity; ion channel activity; glutamate-gated ion channel activity; calcium ion binding;
C	235	84823	LMNB2	LAMB2 LMN2 MGC2721	4.62	 HS-CX:0.33 CE-CX:0.22 CE-CC:0.13 CE-LC:0.13 CE-GT:0.08 CE-YH:0.06 DM-PI:0.03 HS-GN:0.02	31/1688	 DCTN2 ACE TUBB CASC3 CTNNA3 HSPA8 KIF3C KIFC1 KPNA2 P4HB NUSAP1 PMS2 POLD1 NDE1 CEP55 MAPK3 RARA RARB RBBP7 RFC1 CLSPN TARS TNNT1 DAP3 TUBA1A FAM83D ZNF587 BAIAP3 EXO1 RECQL4 KIF23	na	 nucleus; lamin filament;	 structural molecule activity;
C	236	1983	EIF5	na	4.59	 HS-LC:0.34 HS-CX:0.28 SC-CX:0.10 HS-DC:0.09 SC-MS:0.08 SC-YH:0.06 SC-LC:0.04	15/1688	 CSNK2A1 EIF4G2 GAB1 RANBP6 GDPD1 HIST1H2BD HSPA8 KIT TGFBR3 CASK IQGAP1 DDX18 EIF2B4 EIF2B5 N4BP1	 regulation of translational initiation;	 cytoplasm; cytosol;	 nucleotide binding; translation initiation factor activity; GTPase activity; GTP binding;
C	237	2139	EYA2	EAB1 MGC10614	4.59	 CE-YH:0.35 HS-CC:0.25 DM-PI:0.20 HS-LC:0.14 HS-DC:0.07	10/1688	 KLHDC3 DACH1 EYA1 RAD54L2 TNPO1 SIX4 PSPH PTBP2 SMO TAF1	 transcription; regulation of transcription, DNA-dependent; multicellular organismal development; mesodermal cell fate specification; metabolic process;	 nucleus;	 magnesium ion binding; catalytic activity; phosphoprotein phosphatase activity; protein tyrosine phosphatase activity; hydrolase activity;
C	238	6304	SATB1	na	4.58	 HS-LC:0.93 CE-CX:0.07	4/1688	 CHD3 BAZ1A FRMD6 MTA2	 establishment and/or maintenance of chromatin architecture; regulation of transcription, DNA-dependent;	 nucleus;	 double-stranded DNA binding; transcription factor activity; sequence-specific DNA binding;
C	239	5151	PDE8A	FLJ16150 HsT19550	4.58	 SC-CC:0.40 SC-GT:0.20 HS-DC:0.20 SC-CX:0.14 SC-MS:0.06	17/1688	 DDX17 HSPH1 CYP4F8 DDX5 GNAI3 GTF2E1 H3F3B HSPA8 IMPDH2 ARNT NPAS2 ARHGEF3 PPP1CA PRKAA1 PRMT8 ATP13A1 CLOCK	 two-component signal transduction system (phosphorelay); regulation of transcription, DNA-dependent; cyclic nucleotide metabolic process;	na	 two-component response regulator activity; magnesium ion binding; 3',5'-cyclic-AMP phosphodiesterase activity; hydrolase activity; manganese ion binding;
C	240	10000	AKT3	na	4.58	 CE-CC:0.29 HS-GN:0.29 DM-PI:0.22 CE-CX:0.10 CE-GT:0.10	19/1688	 CDK9 MPP7 CSK ABCD2 IGF1R PIK3CB TRIT1 NSUN2 PPM1B PPM1G PTBP2 RARA RARB ST14 CASQ1 BUD13 MKNK1 ACVR1 MAGI1	 protein amino acid phosphorylation; signal transduction;	na	 nucleotide binding; protein serine/threonine kinase activity; protein binding; ATP binding; transferase activity;
C	241	3736	KCNA1	AEMK EA1 HBK1 HUK1 KV1.1 MBK1 MGC126782 MGC138385 MK1 RBK1	4.58	 DM-PI:0.75 HS-CC:0.25	8/1688	 APLP1 KCNA5 KCNH1 KIF5A KIF5B SCN4A SCN7A SCN8A	 ion transport; potassium ion transport; muscle contraction; synaptic transmission;	 membrane fraction; voltage-gated potassium channel complex; membrane; integral to membrane;	 delayed rectifier potassium channel activity; protein binding; potassium ion transporter activity; potassium ion binding;
C	242	2903	GRIN2A	NMDAR2A NR2A	4.57	 HS-LC:0.63 HS-CC:0.27 HS-CX:0.11	5/1688	 FYN GRIN1 CASK DLGAP1 CADPS2	 ion transport; glutamate signaling pathway; synaptic transmission; learning and/or memory; regulation of synaptic plasticity;	 integral to plasma membrane; membrane; presynaptic membrane; synapse; postsynaptic membrane;	 magnesium ion binding; receptor activity; ionotropic glutamate receptor activity; N-methyl-D-aspartate selective glutamate receptor activity; ion channel activity; glutamate-gated ion channel activity; calcium ion binding; protein binding;
C	243	8125	ANP32A	C15orf1 I1PP2A LANP MAPM MGC119787 MGC150373 PHAP1 PHAPI PP32	4.57	 HS-LC:0.40 HS-CX:0.20 SC-CC:0.16 HS-DC:0.12 SC-LC:0.11	13/1688	 CHEK1 TUBB NLRP1 SNW1 IMPDH2 KPNA1 PPM1G PPP2R5D PYGB RARA XPO1 FIP1L1 COG8	 nucleocytoplasmic transport; intracellular signaling cascade;	 nucleus; cytoplasm; endoplasmic reticulum; perinuclear region;	 protein binding;
C	244	5318	PKP2	ARVD9	4.57	 HS-LC:0.67 HS-DC:0.33	7/1688	 POLR3A DSC1 DSG2 JUP TNPO1 ARMC4 RAP1GDS1	 heart development; cell-cell adhesion;	 nucleus; cytoskeleton; plasma membrane; adherens junction; integral to membrane; desmosome;	 structural molecule activity; protein binding;
C	245	2263	FGFR2	na	4.56	 HS-GN:0.35 CE-CC:0.20 HS-LC:0.19 DM-PI:0.10 HS-CX:0.05 CE-GT:0.05 CE-CX:0.04	17/1688	 FRS2 MPP7 ZFPM2 DAAM2 ITGA5 NSUN2 PPM1B PPM1G PPP1CA MAPK3 MAPK10 MAP2K2 NDST4 SOS2 CBL SMC3 MAGI1	 protein amino acid phosphorylation; cell growth;	 cell surface; membrane; integral to membrane;	 nucleotide binding; protein-tyrosine kinase activity; receptor activity; fibroblast growth factor receptor activity; protein binding; ATP binding; heparin binding; transferase activity;
C	246	22806	IKZF3	AIOLOS ZNFN1A3	4.56	 SC-CX:0.69 HS-LC:0.28 HS-CX:0.03	16/1688	 IKZF1 HSPH1 CHD3 SGOL2 DSPP GGA3 SH3KBP1 HK2 GMIP PGM5 BCL2L1 SEC14L1 UBC HKDC1 SORBS2 XYLB	 transcription; regulation of transcription, DNA-dependent;	 intracellular; nucleus;	 nucleic acid binding; zinc ion binding; metal ion binding;
C	247	649	BMP1	FLJ44432 PCOLC PCP TLD	4.55	 HS-CX:0.38 HS-DC:0.36 HS-CC:0.15 HS-LC:0.11	12/1688	 TCIRG1 COL1A1 FTH1 SNED1 DLL1 EHD2 MMP2 NELL2 NID1 MMP27 C1S EMILIN3	 cartilage condensation; ossification; proteolysis; multicellular organismal development; cell differentiation;	 extracellular space;	 cytokine activity; calcium ion binding; growth factor activity; metallopeptidase activity; zinc ion binding; astacin activity; procollagen C-endopeptidase activity;
C	248	2268	FGR	na	4.54	 CE-GT:0.25 HS-GN:0.24 SC-TS:0.16 HS-LC:0.13 HS-CX:0.10 SC-LC:0.09 CE-CC:0.03	30/1688	 TCIRG1 SORBS1 UNC5D MPP7 CSK DAB2 DOCK1 DOCK2 DVL2 NLRP1 SLC4A1AP FNBP1 SH3KBP1 HK3 PCSK6 NSUN2 PPM1B PPM1G PPP1CA MAPK10 SLC2A2 FZD3 FZD6 SORBS2 GAS7 CBL SYNJ2 MAGI1 COPB2 ELMO1	 protein amino acid phosphorylation; intracellular signaling cascade; response to virus;	na	 nucleotide binding; protein-tyrosine kinase activity; ATP binding; transferase activity;
C	249	54443	ANLN	ANILLIN DKFZp779A055 Scraps scra	4.54	 HS-CX:1.00	10/1688	 MTHFD2 ECT2 KIFC1 KPNA2 NUSAP1 ZWILCH CEP55 FAM83D KIF23 CDC6	 cytokinesis; septin ring assembly; cell cycle; mitosis; regulation of exit from mitosis;	 nucleus; contractile ring;	 actin binding;
C	250	3655	ITGA6	na	4.53	 CE-CC:0.29 CE-GT:0.18 HS-CC:0.16 CE-LC:0.10 HS-CX:0.09 HS-DC:0.09 DM-PI:0.08	7/1688	 CCT7 ITGA5 ITGB3 MINK1 PRKCH ITFG3 MAP4K4	 cell-substrate junction assembly; cell adhesion; cell-matrix adhesion; integrin-mediated signaling pathway; odontogenesis (sensu Vertebrata); filopodium formation; leukocyte migration;	 plasma membrane; integrin complex; integral to membrane; basolateral plasma membrane;	 receptor activity; calcium ion binding; protein binding;
C	251	1616	DAXX	BING2 DAP6 MGC126245 MGC126246	4.53	 HS-LC:0.54 HS-CC:0.25 HS-CX:0.21	6/1688	 HIPK1 MX1 PAX3 TCF4 YWHAZ ZMIZ2	 transcription; apoptosis; activation of JNK activity; induction of apoptosis via death domain receptors; androgen receptor signaling pathway; negative regulation of transcription, DNA-dependent;	 nucleus; cytoplasm; PML body;	 receptor signaling protein activity; transcriptional repressor activity; protein kinase binding; heat shock protein binding; identical protein binding; protein N-terminus binding; androgen receptor binding;
C	252	8826	IQGAP1	HUMORFA01 KIAA0051 SAR1 p195	4.53	 SC-CC:0.27 HS-LC:0.22 HS-CX:0.21 SC-LC:0.15 HS-DC:0.08 SC-TS:0.07	17/1688	 MTHFD2 DGKA DYRK1A EIF5 RASA3 HSPA8 MYO5A PLS1 MYO5C ACTA2 STAU1 ACTG1 YWHAZ MYH14 GAS7 LRRFIP2 CDH1	 signal transduction; negative regulation of Ras protein signal transduction; regulation of small GTPase mediated signal transduction;	 intracellular; cytoplasm; actin filament; membrane;	 GTPase inhibitor activity; Ras GTPase activator activity; calmodulin binding;
C	253	1642	DDB1	na	4.52	 HS-CX:0.56 HS-LC:0.37 DM-PI:0.05 CE-CX:0.02	23/1688	 AKAP10 CSNK2A1 TUBB ERCC3 SKIV2L2 GTF3C2 HMGA1 IMPDH2 MAT2A MCM4 MLH1 PCDHGC3 PHKA2 POLD1 PPM1G PPP1CA USP40 PPP2R5D RFWD2 YWHAZ TUBA1A FAM49A BRAP	 nucleotide-excision repair; ubiquitin cycle;	 nucleus;	 nucleic acid binding; damaged DNA binding; protein binding;
